campaign_id,client_id,duration,contact,pdays,previous,poutcome,y,date
67,66,91,telephone,999,0,nonexistent,no,2022-05-16
68,67,273,telephone,999,0,nonexistent,no,2022-05-21
69,68,158,telephone,999,0,nonexistent,no,2022-05-29
70,69,177,telephone,999,0,nonexistent,no,2022-05-04
71,70,200,telephone,999,0,nonexistent,no,2022-05-28
72,71,172,telephone,999,0,nonexistent,no,2022-05-26
73,72,176,telephone,999,0,nonexistent,no,2022-05-18
74,73,211,telephone,999,0,nonexistent,no,2022-05-14
75,74,214,telephone,999,0,nonexistent,no,2022-05-26
76,75,1575,telephone,999,0,nonexistent,yes,2022-05-20
77,76,349,telephone,999,0,nonexistent,no,2022-05-16
78,77,337,telephone,999,0,nonexistent,no,2022-05-28
79,78,272,telephone,999,0,nonexistent,no,2022-05-30
80,79,208,telephone,999,0,nonexistent,no,2022-05-21
81,80,193,telephone,999,0,nonexistent,no,2022-05-29
82,81,212,telephone,999,0,nonexistent,no,2022-05-29
83,82,165,telephone,999,0,nonexistent,no,2022-05-27
84,83,1042,telephone,999,0,nonexistent,yes,2022-05-06
85,84,20,telephone,999,0,nonexistent,no,2022-05-23
86,85,246,telephone,999,0,nonexistent,no,2022-05-12
87,86,529,telephone,999,0,nonexistent,no,2022-05-23
88,87,192,telephone,999,0,nonexistent,no,2022-05-21
89,88,1467,telephone,999,0,nonexistent,yes,2022-05-19
90,89,188,telephone,999,0,nonexistent,no,2022-05-17
91,90,180,telephone,999,0,nonexistent,no,2022-05-29
92,91,48,telephone,999,0,nonexistent,no,2022-05-05
93,92,213,telephone,999,0,nonexistent,no,2022-05-02
94,93,545,telephone,999,0,nonexistent,no,2022-05-27
95,94,583,telephone,999,0,nonexistent,no,2022-05-28
96,95,221,telephone,999,0,nonexistent,no,2022-05-25
97,96,426,telephone,999,0,nonexistent,no,2022-05-17
98,97,287,telephone,999,0,nonexistent,no,2022-05-27
99,98,197,telephone,999,0,nonexistent,no,2022-05-30
100,99,257,telephone,999,0,nonexistent,no,2022-05-03
101,100,229,telephone,999,0,nonexistent,no,2022-05-25
102,101,55,telephone,999,0,nonexistent,no,2022-05-30
103,102,400,telephone,999,0,nonexistent,no,2022-05-27
104,103,197,telephone,999,0,nonexistent,no,2022-05-19
105,104,190,telephone,999,0,nonexistent,no,2022-05-24
106,105,21,telephone,999,0,nonexistent,no,2022-05-08
107,106,300,telephone,999,0,nonexistent,no,2022-05-22
108,107,123,telephone,999,0,nonexistent,no,2022-05-09
109,108,293,telephone,999,0,nonexistent,no,2022-05-15
110,109,325,telephone,999,0,nonexistent,no,2022-05-09
111,110,514,telephone,999,0,nonexistent,no,2022-05-04
112,111,849,telephone,999,0,nonexistent,no,2022-05-01
113,112,194,telephone,999,0,nonexistent,no,2022-05-25
114,113,212,telephone,999,0,nonexistent,no,2022-05-04
115,114,337,telephone,999,0,nonexistent,no,2022-05-06
116,115,286,telephone,999,0,nonexistent,no,2022-05-20
117,116,247,telephone,999,0,nonexistent,no,2022-05-31
118,117,518,telephone,999,0,nonexistent,no,2022-05-24
119,118,364,telephone,999,0,nonexistent,no,2022-05-06
120,119,178,telephone,999,0,nonexistent,no,2022-05-26
121,120,98,telephone,999,0,nonexistent,no,2022-05-21
122,121,439,telephone,999,0,nonexistent,no,2022-05-01
123,122,139,telephone,999,0,nonexistent,no,2022-05-18
124,123,79,telephone,999,0,nonexistent,no,2022-05-09
125,124,175,telephone,999,0,nonexistent,no,2022-05-26
126,125,262,telephone,999,0,nonexistent,no,2022-05-21
127,126,61,telephone,999,0,nonexistent,no,2022-05-31
128,127,78,telephone,999,0,nonexistent,no,2022-05-24
129,128,102,telephone,999,0,nonexistent,no,2022-05-23
130,129,579,telephone,999,0,nonexistent,yes,2022-05-12
131,130,143,telephone,999,0,nonexistent,no,2022-05-29
132,131,677,telephone,999,0,nonexistent,no,2022-05-20
133,132,267,telephone,999,0,nonexistent,no,2022-05-22
134,133,345,telephone,999,0,nonexistent,no,2022-05-12
135,134,185,telephone,999,0,nonexistent,no,2022-05-19
136,135,207,telephone,999,0,nonexistent,no,2022-05-05
137,136,69,telephone,999,0,nonexistent,no,2022-05-26
138,137,100,telephone,999,0,nonexistent,no,2022-05-19
139,138,125,telephone,999,0,nonexistent,no,2022-05-28
140,139,461,telephone,999,0,nonexistent,yes,2022-05-27
141,140,240,telephone,999,0,nonexistent,no,2022-05-16
142,141,70,telephone,999,0,nonexistent,no,2022-05-22
143,142,193,telephone,999,0,nonexistent,no,2022-05-24
144,143,136,telephone,999,0,nonexistent,no,2022-05-17
145,144,73,telephone,999,0,nonexistent,no,2022-05-24
146,145,528,telephone,999,0,nonexistent,no,2022-05-06
147,146,541,telephone,999,0,nonexistent,no,2022-05-11
148,147,338,telephone,999,0,nonexistent,no,2022-05-16
149,148,163,telephone,999,0,nonexistent,no,2022-05-28
150,149,87,telephone,999,0,nonexistent,no,2022-05-25
151,150,301,telephone,999,0,nonexistent,no,2022-05-03
152,151,46,telephone,999,0,nonexistent,no,2022-05-22
153,152,52,telephone,999,0,nonexistent,no,2022-05-08
154,153,204,telephone,999,0,nonexistent,no,2022-05-03
155,154,155,telephone,999,0,nonexistent,no,2022-05-12
156,155,98,telephone,999,0,nonexistent,no,2022-05-15
157,156,71,telephone,999,0,nonexistent,no,2022-05-25
158,157,243,telephone,999,0,nonexistent,no,2022-05-29
159,158,186,telephone,999,0,nonexistent,no,2022-05-07
160,159,579,telephone,999,0,nonexistent,no,2022-05-27
161,160,165,telephone,999,0,nonexistent,no,2022-05-03
162,161,163,telephone,999,0,nonexistent,no,2022-05-09
163,162,46,telephone,999,0,nonexistent,no,2022-05-29
164,163,559,telephone,999,0,nonexistent,no,2022-05-15
165,164,2033,telephone,999,0,nonexistent,no,2022-05-18
166,165,85,telephone,999,0,nonexistent,no,2022-05-22
167,166,506,telephone,999,0,nonexistent,no,2022-05-04
168,167,114,telephone,999,0,nonexistent,no,2022-05-12
169,168,114,telephone,999,0,nonexistent,no,2022-05-19
170,169,843,telephone,999,0,nonexistent,no,2022-05-25
171,170,181,telephone,999,0,nonexistent,no,2022-05-12
172,171,427,telephone,999,0,nonexistent,no,2022-05-05
173,172,292,telephone,999,0,nonexistent,no,2022-05-24
174,173,192,telephone,999,0,nonexistent,no,2022-05-07
175,174,93,telephone,999,0,nonexistent,no,2022-05-02
176,175,128,telephone,999,0,nonexistent,no,2022-05-09
177,176,107,telephone,999,0,nonexistent,no,2022-05-29
178,177,303,telephone,999,0,nonexistent,no,2022-05-13
179,178,81,telephone,999,0,nonexistent,no,2022-05-11
180,179,270,telephone,999,0,nonexistent,no,2022-05-30
181,180,228,telephone,999,0,nonexistent,no,2022-05-12
182,181,240,telephone,999,0,nonexistent,no,2022-05-31
183,182,673,telephone,999,0,nonexistent,yes,2022-05-20
184,183,233,telephone,999,0,nonexistent,no,2022-05-08
185,184,102,telephone,999,0,nonexistent,no,2022-05-13
186,185,461,telephone,999,0,nonexistent,no,2022-05-19
187,186,250,telephone,999,0,nonexistent,no,2022-05-20
188,187,130,telephone,999,0,nonexistent,no,2022-05-03
189,188,252,telephone,999,0,nonexistent,no,2022-05-18
190,189,138,telephone,999,0,nonexistent,no,2022-05-19
191,190,412,telephone,999,0,nonexistent,no,2022-05-10
192,191,179,telephone,999,0,nonexistent,no,2022-05-19
193,192,19,telephone,999,0,nonexistent,no,2022-05-07
194,193,228,telephone,999,0,nonexistent,no,2022-05-26
195,194,55,telephone,999,0,nonexistent,no,2022-05-31
196,195,717,telephone,999,0,nonexistent,no,2022-05-06
197,196,313,telephone,999,0,nonexistent,no,2022-05-07
198,197,289,telephone,999,0,nonexistent,no,2022-05-29
199,198,683,telephone,999,0,nonexistent,no,2022-05-25
200,199,1077,telephone,999,0,nonexistent,no,2022-05-29
201,200,146,telephone,999,0,nonexistent,no,2022-05-09
202,201,167,telephone,999,0,nonexistent,no,2022-05-15
203,202,356,telephone,999,0,nonexistent,no,2022-05-20
204,203,277,telephone,999,0,nonexistent,no,2022-05-13
205,204,172,telephone,999,0,nonexistent,no,2022-05-09
206,205,218,telephone,999,0,nonexistent,no,2022-05-10
207,206,217,telephone,999,0,nonexistent,no,2022-05-04
208,207,67,telephone,999,0,nonexistent,no,2022-05-26
209,208,291,telephone,999,0,nonexistent,no,2022-05-08
210,209,248,telephone,999,0,nonexistent,no,2022-05-24
211,210,256,telephone,999,0,nonexistent,no,2022-05-19
212,211,286,telephone,999,0,nonexistent,no,2022-05-25
213,212,477,telephone,999,0,nonexistent,no,2022-05-31
214,213,611,telephone,999,0,nonexistent,no,2022-05-05
215,214,471,telephone,999,0,nonexistent,no,2022-05-14
216,215,381,telephone,999,0,nonexistent,no,2022-05-22
217,216,251,telephone,999,0,nonexistent,no,2022-05-02
218,217,408,telephone,999,0,nonexistent,no,2022-05-20
219,218,287,telephone,999,0,nonexistent,no,2022-05-29
220,219,322,telephone,999,0,nonexistent,no,2022-05-09
221,220,216,telephone,999,0,nonexistent,no,2022-05-20
222,221,366,telephone,999,0,nonexistent,no,2022-05-26
223,222,210,telephone,999,0,nonexistent,no,2022-05-26
224,223,288,telephone,999,0,nonexistent,no,2022-05-19
225,224,168,telephone,999,0,nonexistent,no,2022-05-15
226,225,132,telephone,999,0,nonexistent,no,2022-05-17
227,226,64,telephone,999,0,nonexistent,no,2022-05-26
228,227,209,telephone,999,0,nonexistent,no,2022-05-08
229,228,410,telephone,999,0,nonexistent,no,2022-05-09
230,229,177,telephone,999,0,nonexistent,no,2022-05-19
231,230,580,telephone,999,0,nonexistent,no,2022-05-06
232,231,165,telephone,999,0,nonexistent,no,2022-05-23
233,232,127,telephone,999,0,nonexistent,no,2022-05-27
234,233,357,telephone,999,0,nonexistent,no,2022-05-17
235,234,175,telephone,999,0,nonexistent,no,2022-05-10
236,235,300,telephone,999,0,nonexistent,no,2022-05-06
237,236,136,telephone,999,0,nonexistent,no,2022-05-19
238,237,125,telephone,999,0,nonexistent,no,2022-05-24
239,238,189,telephone,999,0,nonexistent,no,2022-05-04
240,239,213,telephone,999,0,nonexistent,no,2022-05-02
241,240,238,telephone,999,0,nonexistent,no,2022-05-10
242,241,124,telephone,999,0,nonexistent,no,2022-05-04
243,242,18,telephone,999,0,nonexistent,no,2022-05-02
244,243,730,telephone,999,0,nonexistent,no,2022-05-17
245,244,40,telephone,999,0,nonexistent,no,2022-05-11
246,245,181,telephone,999,0,nonexistent,no,2022-05-16
247,246,79,telephone,999,0,nonexistent,no,2022-05-20
248,247,142,telephone,999,0,nonexistent,no,2022-05-06
249,248,389,telephone,999,0,nonexistent,no,2022-05-10
250,249,702,telephone,999,0,nonexistent,no,2022-05-24
251,250,151,telephone,999,0,nonexistent,no,2022-05-23
252,251,211,telephone,999,0,nonexistent,no,2022-05-07
253,252,117,telephone,999,0,nonexistent,no,2022-05-26
254,253,232,telephone,999,0,nonexistent,no,2022-05-24
255,254,408,telephone,999,0,nonexistent,no,2022-05-08
256,255,370,telephone,999,0,nonexistent,no,2022-05-15
257,256,179,telephone,999,0,nonexistent,no,2022-05-06
258,257,46,telephone,999,0,nonexistent,no,2022-05-01
259,258,200,telephone,999,0,nonexistent,no,2022-05-22
260,259,50,telephone,999,0,nonexistent,no,2022-05-04
261,260,181,telephone,999,0,nonexistent,no,2022-05-07
262,261,119,telephone,999,0,nonexistent,no,2022-05-26
263,262,361,telephone,999,0,nonexistent,no,2022-05-17
264,263,73,telephone,999,0,nonexistent,no,2022-05-16
265,264,67,telephone,999,0,nonexistent,no,2022-05-24
266,265,350,telephone,999,0,nonexistent,no,2022-05-10
267,266,150,telephone,999,0,nonexistent,no,2022-05-18
268,267,332,telephone,999,0,nonexistent,no,2022-05-09
269,268,611,telephone,999,0,nonexistent,no,2022-05-13
270,269,58,telephone,999,0,nonexistent,no,2022-05-25
271,270,151,telephone,999,0,nonexistent,no,2022-05-26
272,271,89,telephone,999,0,nonexistent,no,2022-05-10
273,272,152,telephone,999,0,nonexistent,no,2022-05-05
274,273,611,telephone,999,0,nonexistent,no,2022-05-25
275,274,110,telephone,999,0,nonexistent,no,2022-05-28
276,275,463,telephone,999,0,nonexistent,no,2022-05-16
277,276,962,telephone,999,0,nonexistent,no,2022-05-08
278,277,102,telephone,999,0,nonexistent,no,2022-05-22
279,278,10,telephone,999,0,nonexistent,no,2022-05-04
280,279,118,telephone,999,0,nonexistent,no,2022-05-31
281,280,92,telephone,999,0,nonexistent,no,2022-05-04
282,281,143,telephone,999,0,nonexistent,no,2022-05-10
283,282,189,telephone,999,0,nonexistent,no,2022-05-09
284,283,75,telephone,999,0,nonexistent,no,2022-05-18
285,284,189,telephone,999,0,nonexistent,no,2022-05-28
286,285,55,telephone,999,0,nonexistent,no,2022-05-11
287,286,935,telephone,999,0,nonexistent,yes,2022-05-31
288,287,56,telephone,999,0,nonexistent,no,2022-05-25
289,288,5,telephone,999,0,nonexistent,no,2022-05-15
290,289,225,telephone,999,0,nonexistent,no,2022-05-23
291,290,125,telephone,999,0,nonexistent,no,2022-05-07
292,291,286,telephone,999,0,nonexistent,no,2022-05-09
293,292,206,telephone,999,0,nonexistent,no,2022-05-15
294,293,164,telephone,999,0,nonexistent,no,2022-05-16
295,294,98,telephone,999,0,nonexistent,no,2022-05-05
296,295,446,telephone,999,0,nonexistent,no,2022-05-03
297,296,742,telephone,999,0,nonexistent,no,2022-05-31
298,297,120,telephone,999,0,nonexistent,no,2022-05-06
299,298,122,telephone,999,0,nonexistent,no,2022-05-13
300,299,362,telephone,999,0,nonexistent,no,2022-05-25
301,300,357,telephone,999,0,nonexistent,no,2022-05-19
302,301,200,telephone,999,0,nonexistent,no,2022-05-27
303,302,107,telephone,999,0,nonexistent,no,2022-05-05
304,303,267,telephone,999,0,nonexistent,no,2022-05-13
305,304,248,telephone,999,0,nonexistent,no,2022-05-22
306,305,215,telephone,999,0,nonexistent,no,2022-05-08
307,306,209,telephone,999,0,nonexistent,no,2022-05-22
308,307,205,telephone,999,0,nonexistent,no,2022-05-15
309,308,261,telephone,999,0,nonexistent,no,2022-05-09
310,309,83,telephone,999,0,nonexistent,no,2022-05-20
311,310,106,telephone,999,0,nonexistent,no,2022-05-13
312,311,106,telephone,999,0,nonexistent,no,2022-05-27
313,312,108,telephone,999,0,nonexistent,no,2022-05-28
314,313,214,telephone,999,0,nonexistent,no,2022-05-17
315,314,358,telephone,999,0,nonexistent,no,2022-05-09
316,315,453,telephone,999,0,nonexistent,no,2022-05-07
317,316,364,telephone,999,0,nonexistent,no,2022-05-13
318,317,136,telephone,999,0,nonexistent,no,2022-05-19
319,318,173,telephone,999,0,nonexistent,no,2022-05-20
320,319,241,telephone,999,0,nonexistent,no,2022-05-07
321,320,224,telephone,999,0,nonexistent,no,2022-05-22
322,321,148,telephone,999,0,nonexistent,no,2022-05-31
323,322,230,telephone,999,0,nonexistent,no,2022-05-10
324,323,199,telephone,999,0,nonexistent,no,2022-05-15
325,324,196,telephone,999,0,nonexistent,no,2022-05-10
326,325,111,telephone,999,0,nonexistent,no,2022-05-23
327,326,231,telephone,999,0,nonexistent,no,2022-05-01
328,327,316,telephone,999,0,nonexistent,no,2022-05-16
329,328,240,telephone,999,0,nonexistent,no,2022-05-27
330,329,669,telephone,999,0,nonexistent,no,2022-05-21
331,330,425,telephone,999,0,nonexistent,no,2022-05-31
332,331,121,telephone,999,0,nonexistent,no,2022-05-09
333,332,174,telephone,999,0,nonexistent,no,2022-05-30
334,333,88,telephone,999,0,nonexistent,no,2022-05-07
335,334,313,telephone,999,0,nonexistent,no,2022-05-01
336,335,135,telephone,999,0,nonexistent,no,2022-05-28
337,336,152,telephone,999,0,nonexistent,no,2022-05-27
338,337,402,telephone,999,0,nonexistent,no,2022-05-29
339,338,221,telephone,999,0,nonexistent,no,2022-05-19
340,339,213,telephone,999,0,nonexistent,no,2022-05-10
341,340,144,telephone,999,0,nonexistent,no,2022-05-05
342,341,158,telephone,999,0,nonexistent,no,2022-05-11
343,342,220,telephone,999,0,nonexistent,no,2022-05-22
344,343,325,telephone,999,0,nonexistent,no,2022-05-26
345,344,254,telephone,999,0,nonexistent,no,2022-05-02
346,345,503,telephone,999,0,nonexistent,no,2022-05-24
347,346,680,telephone,999,0,nonexistent,no,2022-05-26
348,347,421,telephone,999,0,nonexistent,no,2022-05-25
349,348,130,telephone,999,0,nonexistent,no,2022-05-23
350,349,164,telephone,999,0,nonexistent,no,2022-05-03
351,350,174,telephone,999,0,nonexistent,no,2022-05-06
352,351,113,telephone,999,0,nonexistent,no,2022-05-01
353,352,195,telephone,999,0,nonexistent,no,2022-05-22
354,353,347,telephone,999,0,nonexistent,no,2022-05-01
355,354,208,telephone,999,0,nonexistent,no,2022-05-20
356,355,404,telephone,999,0,nonexistent,no,2022-05-07
357,356,396,telephone,999,0,nonexistent,no,2022-05-02
358,357,98,telephone,999,0,nonexistent,no,2022-05-21
359,358,229,telephone,999,0,nonexistent,no,2022-05-28
360,359,350,telephone,999,0,nonexistent,no,2022-05-27
361,360,88,telephone,999,0,nonexistent,no,2022-05-16
362,361,379,telephone,999,0,nonexistent,no,2022-05-30
363,362,168,telephone,999,0,nonexistent,no,2022-05-08
364,363,190,telephone,999,0,nonexistent,no,2022-05-22
365,364,158,telephone,999,0,nonexistent,no,2022-05-24
366,365,210,telephone,999,0,nonexistent,no,2022-05-05
367,366,102,telephone,999,0,nonexistent,no,2022-05-24
368,367,306,telephone,999,0,nonexistent,no,2022-05-08
369,368,64,telephone,999,0,nonexistent,no,2022-05-26
370,369,218,telephone,999,0,nonexistent,no,2022-05-12
371,370,77,telephone,999,0,nonexistent,no,2022-05-02
372,371,54,telephone,999,0,nonexistent,no,2022-05-04
373,372,344,telephone,999,0,nonexistent,no,2022-05-01
374,373,195,telephone,999,0,nonexistent,no,2022-05-16
375,374,202,telephone,999,0,nonexistent,no,2022-05-16
376,375,286,telephone,999,0,nonexistent,no,2022-05-21
377,376,278,telephone,999,0,nonexistent,no,2022-05-11
378,377,189,telephone,999,0,nonexistent,no,2022-05-01
379,378,83,telephone,999,0,nonexistent,no,2022-05-28
380,379,18,telephone,999,0,nonexistent,no,2022-05-26
381,380,184,telephone,999,0,nonexistent,no,2022-05-18
382,381,235,telephone,999,0,nonexistent,no,2022-05-13
383,382,290,telephone,999,0,nonexistent,no,2022-05-21
384,383,133,telephone,999,0,nonexistent,no,2022-05-24
385,384,318,telephone,999,0,nonexistent,no,2022-05-08
386,385,437,telephone,999,0,nonexistent,no,2022-05-07
387,386,402,telephone,999,0,nonexistent,no,2022-05-13
388,387,501,telephone,999,0,nonexistent,no,2022-05-31
389,388,1201,telephone,999,0,nonexistent,yes,2022-05-02
390,389,1030,telephone,999,0,nonexistent,yes,2022-05-10
391,390,253,telephone,999,0,nonexistent,no,2022-05-03
392,391,149,telephone,999,0,nonexistent,no,2022-05-29
393,392,144,telephone,999,0,nonexistent,no,2022-05-10
394,393,69,telephone,999,0,nonexistent,no,2022-05-24
395,394,243,telephone,999,0,nonexistent,no,2022-05-23
396,395,769,telephone,999,0,nonexistent,no,2022-05-06
397,396,135,telephone,999,0,nonexistent,no,2022-05-03
398,397,231,telephone,999,0,nonexistent,no,2022-05-04
399,398,442,telephone,999,0,nonexistent,no,2022-05-17
400,399,199,telephone,999,0,nonexistent,no,2022-05-05
401,400,455,telephone,999,0,nonexistent,no,2022-05-22
402,401,152,telephone,999,0,nonexistent,no,2022-05-21
403,402,124,telephone,999,0,nonexistent,no,2022-05-23
404,403,424,telephone,999,0,nonexistent,no,2022-05-19
405,404,43,telephone,999,0,nonexistent,no,2022-05-16
406,405,154,telephone,999,0,nonexistent,no,2022-05-04
407,406,393,telephone,999,0,nonexistent,no,2022-05-26
408,407,203,telephone,999,0,nonexistent,no,2022-05-03
409,408,140,telephone,999,0,nonexistent,no,2022-05-23
410,409,326,telephone,999,0,nonexistent,no,2022-05-30
411,410,483,telephone,999,0,nonexistent,no,2022-05-03
412,411,259,telephone,999,0,nonexistent,no,2022-05-12
413,412,227,telephone,999,0,nonexistent,no,2022-05-01
414,413,673,telephone,999,0,nonexistent,no,2022-05-01
415,414,576,telephone,999,0,nonexistent,no,2022-05-23
416,415,180,telephone,999,0,nonexistent,no,2022-05-24
417,416,90,telephone,999,0,nonexistent,no,2022-05-18
418,417,505,telephone,999,0,nonexistent,no,2022-05-22
419,418,245,telephone,999,0,nonexistent,no,2022-05-03
420,419,186,telephone,999,0,nonexistent,no,2022-05-23
421,420,208,telephone,999,0,nonexistent,no,2022-05-05
422,421,623,telephone,999,0,nonexistent,no,2022-05-30
423,422,180,telephone,999,0,nonexistent,no,2022-05-08
424,423,496,telephone,999,0,nonexistent,no,2022-05-11
425,424,118,telephone,999,0,nonexistent,no,2022-05-20
426,425,102,telephone,999,0,nonexistent,no,2022-05-16
427,426,342,telephone,999,0,nonexistent,no,2022-05-09
428,427,225,telephone,999,0,nonexistent,no,2022-05-01
429,428,185,telephone,999,0,nonexistent,no,2022-05-03
430,429,276,telephone,999,0,nonexistent,no,2022-05-12
431,430,87,telephone,999,0,nonexistent,no,2022-05-29
432,431,744,telephone,999,0,nonexistent,no,2022-05-13
433,432,262,telephone,999,0,nonexistent,no,2022-05-22
434,433,271,telephone,999,0,nonexistent,no,2022-05-25
435,434,141,telephone,999,0,nonexistent,no,2022-05-26
436,435,198,telephone,999,0,nonexistent,no,2022-05-05
437,436,150,telephone,999,0,nonexistent,no,2022-05-13
438,437,241,telephone,999,0,nonexistent,no,2022-05-22
439,438,196,telephone,999,0,nonexistent,no,2022-05-18
440,439,149,telephone,999,0,nonexistent,no,2022-05-18
441,440,264,telephone,999,0,nonexistent,no,2022-05-11
442,441,246,telephone,999,0,nonexistent,no,2022-05-22
443,442,309,telephone,999,0,nonexistent,no,2022-05-27
444,443,140,telephone,999,0,nonexistent,no,2022-05-20
445,444,175,telephone,999,0,nonexistent,no,2022-05-13
446,445,136,telephone,999,0,nonexistent,no,2022-05-07
447,446,1623,telephone,999,0,nonexistent,yes,2022-05-29
448,447,50,telephone,999,0,nonexistent,no,2022-05-16
449,448,101,telephone,999,0,nonexistent,no,2022-05-15
450,449,144,telephone,999,0,nonexistent,no,2022-05-09
451,450,238,telephone,999,0,nonexistent,no,2022-05-17
452,451,354,telephone,999,0,nonexistent,no,2022-05-13
453,452,451,telephone,999,0,nonexistent,no,2022-05-07
454,453,159,telephone,999,0,nonexistent,no,2022-05-23
455,454,170,telephone,999,0,nonexistent,no,2022-05-19
456,455,243,telephone,999,0,nonexistent,no,2022-05-30
457,456,141,telephone,999,0,nonexistent,no,2022-05-03
458,457,112,telephone,999,0,nonexistent,no,2022-05-08
459,458,262,telephone,999,0,nonexistent,no,2022-05-01
460,459,53,telephone,999,0,nonexistent,no,2022-05-09
461,460,134,telephone,999,0,nonexistent,no,2022-05-25
462,461,204,telephone,999,0,nonexistent,no,2022-05-21
463,462,678,telephone,999,0,nonexistent,no,2022-05-22
464,463,182,telephone,999,0,nonexistent,no,2022-05-18
465,464,162,telephone,999,0,nonexistent,no,2022-05-26
466,465,177,telephone,999,0,nonexistent,no,2022-05-05
467,466,27,telephone,999,0,nonexistent,no,2022-05-12
468,467,699,telephone,999,0,nonexistent,no,2022-05-20
469,468,358,telephone,999,0,nonexistent,no,2022-05-13
470,469,1677,telephone,999,0,nonexistent,yes,2022-05-18
471,470,529,telephone,999,0,nonexistent,no,2022-05-10
472,471,310,telephone,999,0,nonexistent,no,2022-05-04
473,472,47,telephone,999,0,nonexistent,no,2022-05-11
474,473,379,telephone,999,0,nonexistent,no,2022-05-16
475,474,30,telephone,999,0,nonexistent,no,2022-05-30
476,475,472,telephone,999,0,nonexistent,no,2022-05-22
477,476,113,telephone,999,0,nonexistent,no,2022-05-06
478,477,114,telephone,999,0,nonexistent,no,2022-05-27
479,478,116,telephone,999,0,nonexistent,no,2022-05-03
